category,question,answer,source
이용내역 안내,고객은 카드 사용 내역 알림을 무엇으로 받아?,문자,AIHub(하나카드)/24814
이용내역 안내,고객은 카드 사용 내역에 대해 추가 확인이 필요했나?,"예, 혹시 모를 상황에 대비해 카드 사용 내역을 확인하고 싶었습니다.",AIHub(하나카드)/22982
이용내역 안내,고객은 카드 사용 내역을 앱에서 바로 확인할 수 있나요?,"아니요, 월 청구 총액만 보이고 세부 사용 내역은 확인할 수 없습니다.",AIHub(하나카드)/20953
이용내역 안내,고객은 카드 사용 내역을 우편으로 받을 경우 언제 받아볼 수 있어?,평일 기준 5일 이내,AIHub(하나카드)/24936
이용내역 안내,고객은 카드 승인 금액 내용을 어떻게 전달받았지?,문자로,AIHub(하나카드)/26793
이용내역 안내,고객은 카드 신규 발급을 받으면서 왜 신용 카드 결제 이력을 확인하는 건가요?,카드 신규 발급 시 발생하는 신규 고객 혜택을 받기 위해서입니다.,AIHub(하나카드)/200557
이용내역 안내,고객은 카드 실적 달성에 대한 혜택으로 SK텔레콤 이용 대금에 할인을 적용받았나요?,네.,AIHub(하나카드)/21067
이용내역 안내,고객은 카드 실적 포함 유무를 확인하기 위해 무엇을 안내받았습니까?,실적 제외 대상,AIHub(하나카드)/25023
이용내역 안내,고객은 카드 실적으로 이번 달에 할인 적용을 받았어?,응.,AIHub(하나카드)/27346
이용내역 안내,고객은 카드 실적을 달성할 경우 아파트 관리비를 얼마까지 할인받을 수 있어?,아파트 관리비 승인된 금액의 10% 할인 받을 수 있어.,AIHub(하나카드)/24825
이용내역 안내,고객은 카드 실적을 충족시켜 통신 요금에서 얼마를 할인받았습니까?,일만 원,AIHub(하나카드)/24957
이용내역 안내,고객은 카드 유효 기간까지 실적을 충족하면 할인을 계속 받을 수 있어?,응.,AIHub(하나카드)/27346
이용내역 안내,고객은 카드 이용 내역서를 무엇으로 받았어?,카톡,AIHub(하나카드)/25028
이용내역 안내,고객은 카드 이용으로 인해 할인받은 내역을 어디서 확인하는 게 편하다고 했습니까?,카드 어플,AIHub(하나카드)/24957
이용내역 안내,고객은 카드 자동이체 연결을 위해 상담원과 통화하고 있나요?,"예, 자동이체 연결 및 만기 확인을 위해 상담 중입니다.",AIHub(하나카드)/21181
이용내역 안내,고객은 카드 재발급으로 인해 자동 납부 요금 정상 승인이 안 됐다고 어떻게 안내받았어?,문자메시지를 통해 받았어.,AIHub(하나카드)/24952
이용내역 안내,고객은 카드 재발급을 신청하였나요?,"아니요, 찾을 수도 있으니 일단 기다려본다고 했습니다.",AIHub(하나카드)/23162
이용내역 안내,고객은 카드 중 몇 장의 카드가 후불 교통 기능이 있나요?,세 장의 카드가 후불 교통 기능이 있습니다.,AIHub(하나카드)/26838
이용내역 안내,고객은 카드 한도를 줄이고 싶어 하지?,"아니, 상향하고 싶어 해.",AIHub(하나카드)/22445
이용내역 안내,고객은 카드 해지를 선택했나요?,"아니요, 고객은 정지 상태를 유지하기로 했습니다.",AIHub(하나카드)/24463
이용내역 안내,고객은 카드 해지를 왜 일단 중지하려고 해?,자동 이체에 관해 파악할 내용이 있기 때문이다.,AIHub(하나카드)/26714
이용내역 안내,고객은 카드로 보험료를 납부하고 있지?,응.,AIHub(하나카드)/24814
이용내역 안내,고객은 카드로 학교 납입금을 납부하고 있나요?,"예, 자녀의 교육비를 카드로 자동 이체하고 있습니다.",AIHub(하나카드)/23091
이용내역 안내,고객은 카드로 핸드폰 요금이 결제된 문자를 언제 받았어?,오늘,AIHub(하나카드)/25144
이용내역 안내,고객은 카드론을 받기로 했나요?,아니요.,AIHub(하나카드)/25920
이용내역 안내,고객은 카드를 어디에서 잃어 버렸어?,택시,AIHub(하나카드)/24180
이용내역 안내,고객은 카드를 이용하면서 통신 요금 할인 혜택을 받고 있어?,응.,AIHub(하나카드)/20745
이용내역 안내,고객은 카드를 재발급 받은 사실을 인지하고 있었습니까?,아니요.,AIHub(하나카드)/26153
이용내역 안내,고객은 카드를 재발급 받은 적이 있었나요?,"네, 재발급 받아서 유효기간이 연장되었어요.",AIHub(하나카드)/23910
이용내역 안내,고객은 카드를 해지했는데 왜 통신 요금 미납부와 관련된 문자가 발송되었나요?,"카드는 해지했지만, 통신 요금 자동 이체는 해지하지 않았기 때문입니다.",AIHub(하나카드)/26982
이용내역 안내,고객은 카드사로부터 문자 알림 서비스를 받고 있나요?,"아니요, 받지 않고 있어요.",AIHub(하나카드)/24916
이용내역 안내,고객은 카드사를 통해서 아이 보험의 보험료 납부를 중지시킬 수 있었나요?,"아니요, 해당 업무는 보험사에 연락하여 처리해야 합니다.",AIHub(하나카드)/200334
이용내역 안내,고객은 카드사에 전화하기 전에 결제 관련 문의를 하기 위해 어디에 전화했지?,엘지,AIHub(하나카드)/25784
이용내역 안내,고객은 카드사에서 통신 요금에 대한 할인 혜택을 못 받았지?,"아니, 고객은 카드 금액이 기준 이상이면 통신 요금에 대해 할인 받는 혜택을 받고 있어.",AIHub(하나카드)/25691
이용내역 안내,고객은 카카오페이 택시 경로를 확인하기 위해서 어떻게 해야 해?,택시 쪽이나 카카오페이 택시 쪽에 전화로 문의해야 해.,AIHub(하나카드)/22213
이용내역 안내,고객은 케이티 요금에 대한 할인 금액을 어떻게 확인할 수 있어?,고객에게 발송되는 카드 청구서를 보면 알 수 있어.,AIHub(하나카드)/25691
이용내역 안내,고객은 케이티 쪽에 소액결제를 한 적이 있습니까?,아니요.,AIHub(하나카드)/24543
이용내역 안내,고객은 케이티에서 지난달에만 할인 혜택을 받았어?,"아니, 지난달과 이번 달 모두 할인받았어.",AIHub(하나카드)/24634
이용내역 안내,고객은 쿠팡 10% 할인이 적용된 금액을 언제 확인할 수 있어?,매출 건이 카드사에 매입된 후에 확인할 수 있다.,AIHub(하나카드)/22425
이용내역 안내,"고객은 쿠팡 멤버십 요금으로 카드 결제가 되었다는 내용을, 무엇을 통해 전달받았지?",문자를 통해 전달받았어.,AIHub(하나카드)/25455
이용내역 안내,고객은 쿠팡에 전화해서 와우클럽 자동 결제 카드 번호가 변경됐다고 신고해야 돼?,응.,AIHub(하나카드)/22335
이용내역 안내,고객은 쿠팡에서 무이자 할부로 결제한 내역이 있어?,응.,AIHub(하나카드)/21490
이용내역 안내,고객은 쿠팡에서 뭘 구입했니?,대저 토마토,AIHub(하나카드)/21800
이용내역 안내,고객은 택시 요금과 관련한 내용을 확인할 방법을 상담사에게 안내받았나요?,"네, 티머니 앱에서 조회해 보거나 전화 문의를 해 보라는 안내를 받았습니다.",AIHub(하나카드)/20902
이용내역 안내,고객은 택시가 결제된 시점에 집에 있었어?,응.,AIHub(하나카드)/23498
이용내역 안내,고객은 통신 요금 납부 문제를 어떻게 해결해야 하나요?,고객은 통신사를 통해 결제할 카드를 변경해야 합니다.,AIHub(하나카드)/26982
이용내역 안내,고객은 통신 요금 자동 이체를 새 카드로 바꾼 지 얼마나 됐어?,한 달이 넘었다.,AIHub(하나카드)/25804
이용내역 안내,고객은 통신 요금 청구 할인을 제대로 받은 게 맞아?,응. 청구 할인은 잘 되었어.,AIHub(하나카드)/24593
이용내역 안내,고객은 통신 요금 할인을 못 받았어?,아니.,AIHub(하나카드)/22942
이용내역 안내,고객은 통신 요금의 자동이체 날짜를 알고 있나요?,"아니요, 고객은 자동이체 날짜를 정확히 알고 있지 않았습니다.",AIHub(하나카드)/24729
이용내역 안내,고객은 통신비 할인을 받고 있어?,"아니, 통신비 자동 이체 등록을 안 해서 못 받고 있어.",AIHub(하나카드)/23785
이용내역 안내,고객은 통신사를 이동함으로 인해 기존 할인 혜택의 50%만 제공받게 되었어?,"응, 50%인 2만 원만 제공받게 되었어.",AIHub(하나카드)/27081
이용내역 안내,고객은 통신요금 할인과 관련해 추가 문의를 원하나요?,"예, 통신사에 연락하여 결제 방법에 대해 문의하고 싶어 합니다.",AIHub(하나카드)/23321
이용내역 안내,고객은 통신요금을 자동 납부하고 있나요?,네.,AIHub(하나카드)/25915
이용내역 안내,고객은 특정 월에 카드를 사용하지 않았는데 왜 결제 금액이 청구되었나요?,"이전에 할부로 결제한 내역이 있어, 사용하지 않은 달에도 할부 금액이 계속 청구되기 때문입니다.",AIHub(하나카드)/24747
이용내역 안내,고객은 티머니 보증금을 상담 중에 납부하였나요?,아니요.,AIHub(하나카드)/23141
이용내역 안내,고객은 파타야에서도 호텔에서 주문 결제가 지연된 경험이 있었지?,"아니, 파타야에서는 그런 적이 없었어.",AIHub(하나카드)/25175
이용내역 안내,고객은 팩스나 이메일을 가지고 있나요?,"아니요, 고객은 팩스나 이메일이 없습니다.",AIHub(하나카드)/21772
이용내역 안내,고객은 피트니스에서 결제한 금액을 취소해도 카드사로부터 돈을 돌려받을 수 있어?,응.,AIHub(하나카드)/200587
이용내역 안내,고객은 한국의 평일 일반 업무시간이 언제부터 언제까지라고 안내받았지?,오전 9시부터 오후 6시,AIHub(하나카드)/21360
이용내역 안내,고객은 한메일 계정으로 내역서를 받는 것에 동의했나?,"예, 한메일 계정으로 내역서를 받겠습니다.",AIHub(하나카드)/200151
이용내역 안내,고객은 한전 전기 요금이 자동 이체되는 카드의 번호를 바꾸기 위해 왜 한전에 직접 연락해야 하지?,카드사를 통해 자동이체를 등록하지 않았기 때문이다.,AIHub(하나카드)/20731
이용내역 안내,고객은 할부가 끝날 때까지 이자를 내야 해?,아니.,AIHub(하나카드)/25374
이용내역 안내,고객은 할부로 결제한 건 뭐야?,자동차,AIHub(하나카드)/26852
이용내역 안내,고객은 할부를 먼저 갚아야 카드를 선결제할 수 있습니까?,아니요.,AIHub(하나카드)/21138
이용내역 안내,고객은 할인 예정 금액 알림을 알림 톡으로 받았지?,"아니, 문자로 받았어.",AIHub(하나카드)/22439
이용내역 안내,고객은 할인을 받기 위해 예다함 상조에 자동이체 변경을 요청해야 해?,응.,AIHub(하나카드)/24204
이용내역 안내,고객은 해당 건으로 상담을 처음 받습니까?,아니요.,AIHub(하나카드)/24532
이용내역 안내,고객은 해당 알림을 어디서 받았다고 주장했습니까?,카드사,AIHub(하나카드)/25983
이용내역 안내,고객은 해당 카드사 외 다른 카드사에도 체크 카드를 보유하고 있어?,"응, 보유하고 있어.",AIHub(하나카드)/27086
이용내역 안내,고객은 해당 카드사 카드를 총 몇 장 가지고 있어?,2장,AIHub(하나카드)/25554
이용내역 안내,고객은 해당 카드사의 신용카드를 이용 중이지?,"아니, 체크카드만 보유 중이야.",AIHub(하나카드)/25554
이용내역 안내,고객은 해당 카드사의 오토 할부 서비스를 이용한 결제 건이 취소됐는지 확인했지?,아니.,AIHub(하나카드)/23740
이용내역 안내,고객은 해당 카드사의 체크카드를 총 몇 장 보유 중이야?,3장,AIHub(하나카드)/26889
이용내역 안내,고객은 해당 카드사의 카드를 몇 개 이용하고 있어?,2개,AIHub(하나카드)/27052
이용내역 안내,고객은 해외 사이트에서 결제할 때 체크카드를 사용했지?,응.,AIHub(하나카드)/22233
이용내역 안내,고객은 해외 원화 결제 차단 서비스를 이용하고 있나요?,네.,AIHub(하나카드)/22085
이용내역 안내,고객은 해외에서 결제한 건을 할부로 변경할 수 있었어?,아니.,AIHub(하나카드)/22484
이용내역 안내,고객은 해외에서 무엇으로 결제를 했니?,체크카드,AIHub(하나카드)/21099
이용내역 안내,고객은 해외에서 무엇을 샀어?,라텍스,AIHub(하나카드)/22484
이용내역 안내,고객은 핸드폰 요금이 언제부터 할인된다고 알고 있었어?,3개월 이후,AIHub(하나카드)/24499
이용내역 안내,고객은 현대홈쇼핑에서 몇 개월 할부로 이용했었어?,6개월,AIHub(하나카드)/25810
이용내역 안내,고객은 현재 교통을 이용할 계획이 있나요?,"아니요, 교통을 탈 일이 없습니다.",AIHub(하나카드)/23131
이용내역 안내,고객은 현재 납부를 덜 끝낸 할부 결제 건을 가지고 있나요?,"네, 할부를 2건 가지고 있습니다.",AIHub(하나카드)/200340
이용내역 안내,고객은 현재 리볼빙 서비스를 월 몇 퍼센트로 설정해 뒀어?,25퍼센트,AIHub(하나카드)/21450
이용내역 안내,고객은 현재 리볼빙 서비스를 이용하고 있어?,아니.,AIHub(하나카드)/26848
이용내역 안내,고객은 현재 리볼빙을 이용하고 있나요?,아니요.,AIHub(하나카드)/23615
이용내역 안내,고객은 현재 새로 발급받은 카드로 온라인 결제가 가능하지?,응.,AIHub(하나카드)/25161
이용내역 안내,고객은 현재 콜레스테롤 관련 약을 복용 중이니?,응.,AIHub(하나카드)/26074
이용내역 안내,고객은 호텔 예약을 체크카드로 결제했나요?,"아니요, 페이로 결제했어요.",AIHub(하나카드)/24328
이용내역 안내,고객은 환불 처리 후 무슨 조치를 해야 하나요?,고객은 환불 처리 후 남은 결제 대금을 납부해야 합니다.,AIHub(하나카드)/27065
이용내역 안내,고객은 후불 교통 카드를 총 몇 건 이용했지?,여섯 건,AIHub(하나카드)/24922
이용내역 안내,고객은 후불교통 카드를 결제해야 할 대금이 남았어?,"아니, 없어.",AIHub(하나카드)/24804
이용내역 안내,고객은 휴대폰 요금 할인은 얼마를 받았어?,"3,000원",AIHub(하나카드)/26877
이용내역 안내,고객은 휴대폰 할부금이 청구되는 것을 알고 있었습니까?,아니요.,AIHub(하나카드)/25090
이용내역 안내,고객을 대신해서 상담사와 통화하는 사람은 누구야?,고객의 자녀,AIHub(하나카드)/25077
이용내역 안내,고객의 결제 건을 할부로 변경할 수 없는 이유는 무엇인가요?,클럽 업종이 할부 변경이 불가능한 업종이기 때문,AIHub(하나카드)/23315
이용내역 안내,고객의 결제 계좌에 잔고가 있으면 교통비 요금은 자동 출금될 수 있나요?,네.,AIHub(하나카드)/25927
이용내역 안내,고객의 결제 계좌에 잔고가 있으면 이번 달 결제일에 통신 요금이 자동으로 출금될 예정이지?,응.,AIHub(하나카드)/23739
이용내역 안내,고객의 결제 날짜는 언제야?,매달 13일이야.,AIHub(하나카드)/26863
이용내역 안내,고객의 결제 내역을 살펴 본 결과 어디서 결제한 것으로 확인되었어?,알리익스프레스,AIHub(하나카드)/22860
이용내역 안내,고객의 결제 대금은 왜 나누어서 청구됐어?,결제일을 월 중간에 바꿔서,AIHub(하나카드)/26721
이용내역 안내,고객의 결제 대금은 확정된 상태야?,"아니, 아직 확정되지 않았어.",AIHub(하나카드)/25424
이용내역 안내,고객의 결제 문자 확인 요청에 대해 상담사는 결제한 곳이 어디로 확인이 된다고 안내했나요?,배달 음식점 업종,AIHub(하나카드)/25710
이용내역 안내,고객의 결제 은행은 어디입니까?,대한은행,AIHub(하나카드)/25927
이용내역 안내,고객의 결제 취소는 청구 작업 이전에 이루어졌어?,"아니, 청구 작업 이후에 취소됐어.",AIHub(하나카드)/24512
이용내역 안내,"고객의 결제, 취소 정보가 모두 확인되지 않은 이유는 무엇입니까?",결제 업체측에서 카드사에 정보를 아직 전달하지 않아서 입니다.,AIHub(하나카드)/25097
이용내역 안내,고객의 결제가 거절된 이유는 어떻게 된 건가?,주민번호 앞자리 잘못 입력,AIHub(하나카드)/23271
이용내역 안내,고객의 경우 매출 취소 건은 취소 후 바로 한도 복원이 된 상태니?,응.,AIHub(하나카드)/26106
이용내역 안내,고객의 계좌 홀딩 상태가 언제까지 유지되나요?,거래 일자로부터 2~3일 정도 유지됩니다.,AIHub(하나카드)/23901
이용내역 안내,고객의 관리비 자동이체가 새 신용카드로 연결되어 있나요?,"네, 다음 달 말부터 새 신용카드로 승인될 예정입니다.",AIHub(하나카드)/22852
이용내역 안내,고객의 관리비는 납부 마감일을 기준으로 언제 승인되나요?,4영업일 전,AIHub(하나카드)/22590
이용내역 안내,고객의 교통 마일리지는 매달 적립이 되고 있어?,응.,AIHub(하나카드)/24545
이용내역 안내,고객의 기존 카드는 자동으로 해지가 가능해?,아니.,AIHub(하나카드)/21383
이용내역 안내,고객의 남은 일시불 사용 금액은 언제 청구되지?,다음 달,AIHub(하나카드)/25976
이용내역 안내,고객의 다음 결제일은 언제야?,5월 12일,AIHub(하나카드)/27266
이용내역 안내,고객의 다음 달 결제 금액에 리볼빙 금액이 포함되어 있나요?,"아니요, 리볼빙 금액은 아직 포함되지 않았어요.",AIHub(하나카드)/24333
이용내역 안내,고객의 단기 카드 대출 이용 금액은 상환 처리되었나요?,아니요.,AIHub(하나카드)/22609
이용내역 안내,고객의 당월 결제 내역에서 요청되지 않은 금액은 통신 요금이야?,"아니, 보험금이야.",AIHub(하나카드)/22257
이용내역 안내,고객의 도시가스 이용 요금 결제일은 3월 1일이 맞습니까?,네.,AIHub(하나카드)/22548
이용내역 안내,"고객의 리볼빙 요금 기준으로 4월 예상 금액은 600,000원~700,000원 초반대입니까?",네.,AIHub(하나카드)/24551
이용내역 안내,고객의 마일리지는 현재 20000원이 넘지 않지?,"아니, 9월 2일자로 마일리지 환급금이 22,500원이야.",AIHub(하나카드)/24545
이용내역 안내,고객의 명의 카드가 결제된 후 어떻게 처리되었어?,승인되었다가 바로 거절돼.,AIHub(하나카드)/23313
이용내역 안내,고객의 무슨 카드로 엘지유플러스 결제 청구가 됐어?,가족 카드,AIHub(하나카드)/25547
이용내역 안내,고객의 무이자 할부를 받지 않은 할부 결제는 몇 건인가요?,3건,AIHub(하나카드)/24798
이용내역 안내,고객의 문의하고 있는 내역이 결제된 장소는 어디야?,호텔,AIHub(하나카드)/24560
이용내역 안내,고객의 문제를 해결하기 위해서는 쿠팡에 확인해야 해?,응.,AIHub(하나카드)/21800
이용내역 안내,고객의 미납액은 자동 이체와 연관이 있습니까?,아니요.,AIHub(하나카드)/26154
이용내역 안내,고객의 받은 대출금의 이자율은 몇 프로야?,15.87%,AIHub(하나카드)/22309
이용내역 안내,고객의 병원 결제 금액은 할부로 진행되었나요?,"네, 병원 결제 금액은 할부로 진행되었습니다.",AIHub(하나카드)/200276
이용내역 안내,고객의 보험료 결제 금액이 현재 결제 예정 금액에 포함되어 있나요?,"아니요, 아직 결제 예정 금액에 포함되어 있지 않습니다.",AIHub(하나카드)/21785
이용내역 안내,고객의 보험료 결제는 일시불로 진행되나요?,"예, 일시불로 결제됩니다.",AIHub(하나카드)/200035
이용내역 안내,고객의 보험료가 오늘 날짜로 결제된 금액은 얼마인가?,22만 원,AIHub(하나카드)/22452
이용내역 안내,고객의 보험사가 결제 승인을 늦게 해준 거야?,응.,AIHub(하나카드)/20913
이용내역 안내,고객의 복지 포인트는 이중 결제되었습니까?,아니요.,AIHub(하나카드)/27052
이용내역 안내,고객의 분실 카드에 연결된 통신 요금은 몇 건이야?,2건,AIHub(하나카드)/25538
이용내역 안내,고객의 사용 내역서는 어떤 방식으로 전송되었나요?,팩스로 전송,AIHub(하나카드)/21411
이용내역 안내,고객의 상담 내용은 카드 연체 대금에 관련된 것인가요?,아니요.,AIHub(하나카드)/21621
이용내역 안내,고객의 새로 발급받은 카드가 처음에 사용이 안 된 이유는 무엇인가?,사용 등록이 안 되어 있어서,AIHub(하나카드)/23393
이용내역 안내,고객의 선결제 금액이 제대로 반영되었나요?,"예, 선결제 금액이 잘 적용되어 있습니다.",AIHub(하나카드)/26721
이용내역 안내,고객의 선납 금액이 즉시 청구 금액에 반영되었나?,"아니요, 청구 금액이 즉시 반영되지 않았습니다.",AIHub(하나카드)/22050
이용내역 안내,고객의 승인 내역 매입 결과는 언제 알 수 있어?,오늘 이후,AIHub(하나카드)/25424
이용내역 안내,고객의 신용카드 앱에서 현재 결제 취소 내용이 확인됩니까?,아니요.,AIHub(하나카드)/24958
이용내역 안내,고객의 아파트 관리비 결제가 정상 승인되지 않은 이유는 무엇인가?,한도 초과,AIHub(하나카드)/21339
이용내역 안내,고객의 아파트 관리비는 자동 이체되고 있나요?,네.,AIHub(하나카드)/22127
이용내역 안내,고객의 엘지 단말기 수수료 이율은 얼마야?,5.90%,AIHub(하나카드)/25073
이용내역 안내,고객의 엘지유플러스 통신 요금 내역은 총 몇 건이니?,4건,AIHub(하나카드)/25214
이용내역 안내,고객의 오늘 기준 다음 달 카드 대금은 얼마야?,"2,000,000원",AIHub(하나카드)/25683
이용내역 안내,고객의 오토 할부 관련 건은 회차마다 원금과 수수료의 액수가 달라지니?,응.,AIHub(하나카드)/20865
이용내역 안내,고객의 원래 결제일은 며칠이었나요?,15일,AIHub(하나카드)/24843
이용내역 안내,고객의 이달 대금 결제일 및 보험료 결제 요청일은 같은 날이었어?,"응, 같은 날이었어.",AIHub(하나카드)/27089
이용내역 안내,고객의 이번 달 청구 금액에 할부 금액도 포함돼 있어?,"아니, 할부 금액은 다음 달부터 청구돼.",AIHub(하나카드)/27285
이용내역 안내,고객의 이번 달 청구 금액에서 일시불로 결제된 금액은 얼마야?,"330,500원",AIHub(하나카드)/27285
이용내역 안내,고객의 이번 카드 대금 청구일은 언제야?,12월 13일이야.,AIHub(하나카드)/25540
이용내역 안내,고객의 이용내역 중 에터미 토스로 결제 기록이 남은 날짜는 며칠이야?,9월 1일,AIHub(하나카드)/22830
이용내역 안내,고객의 일시불 이용 건수는 모두 몇 건인가요?,고객의 일시불 이용 건수는 총 34건입니다.,AIHub(하나카드)/25602
이용내역 안내,고객의 자녀가 다니는 고등학교는 경기도교육청 소속이 맞습니까?,예.,AIHub(하나카드)/25702
이용내역 안내,고객의 자동 이체가 발생한 가맹점은 어디인가요?,애드크로스,AIHub(하나카드)/24455
이용내역 안내,고객의 자동이체 내역에 전기 요금이 포함되어 있나요?,"아니요, 전기 요금 자동이체 내역은 없습니다.",AIHub(하나카드)/25253
이용내역 안내,고객의 자동차 보험은 어디 보험사입니까?,디비손해보험,AIHub(하나카드)/25704
이용내역 안내,고객의 자동차 할부금은 매월 동일한가요?,"아니요, 날짜에 따라 조금 달라집니다.",AIHub(하나카드)/24931
이용내역 안내,고객의 작년 바우처 카드 금액은 얼마입니까?,"200,000원",AIHub(하나카드)/24965
이용내역 안내,고객의 전월 실적은 할인 조건을 충족하고 있나요?,"네, 전월 실적이 충족되어 있습니다.",AIHub(하나카드)/21775
이용내역 안내,"고객의 정확한 카드 대금 총액은 42,000원인가요?","네, 이용 대금 49,800원 가운데 7,800원은 취소되었으므로 정확한 총액은 42,000원입니다.",AIHub(하나카드)/200372
이용내역 안내,고객의 청구서 내역은 무엇으로 전달되나요?,고객의 청구서 내역은 문자메시지로 전달됩니다.,AIHub(하나카드)/25602
이용내역 안내,고객의 청구서상 청구된 금액과 실제 출금 처리된 금액은 같나요?,"아니요, 다릅니다.",AIHub(하나카드)/27090
이용내역 안내,고객의 청구서에 나온 내역은 언제 이용한 결제 건들인가요?,1일부터 31일까지입니다.,AIHub(하나카드)/25204
이용내역 안내,고객의 청구서에는 차감된 금액이 명시되어 있어?,"아니, 청구서에는 취소되기 전 금액이 적혀있어.",AIHub(하나카드)/24277
이용내역 안내,고객의 체크 카드는 일반 결제 시 이용 금액의 몇 %가 적립돼?,0.3%,AIHub(하나카드)/22941
이용내역 안내,고객의 체크카드 번호가 변경되면 자동이체 계좌도 같이 변경되나요?,"아니요, 체크카드 번호가 변경되더라도 자동이체 계좌는 그대로 유지됩니다.",AIHub(하나카드)/23888
이용내역 안내,고객의 체크카드 이용 실적이 대출 감면 조건을 충족했나요?,"예, 고객의 카드 이용 실적이 조건을 충족했습니다.",AIHub(하나카드)/24118
이용내역 안내,고객의 체크카드는 급여를 받는 통장과 연결되어 있어?,아니.,AIHub(하나카드)/22905
이용내역 안내,고객의 체크카드로 결제가 거절된 주된 이유는 무엇인가?,계좌 잔액 부족,AIHub(하나카드)/20981
이용내역 안내,고객의 체크카드를 다른 가족 계좌와 연동할 수 있나요?,"아니요, 현재 해당 카드는 본인 계좌로만 연동이 가능합니다.",AIHub(하나카드)/24965
이용내역 안내,고객의 초등학교 관련 결제일은 며칠이야?,10월 10일,AIHub(하나카드)/24782
이용내역 안내,고객의 최근 결제 건은 왜 결제되지 않았습니까?,잔고가 부족해서 입니다.,AIHub(하나카드)/25091
이용내역 안내,고객의 출금 계좌에서 체크 카드 해외 결제 건이 빠져나갔습니까?,예.,AIHub(하나카드)/24445
이용내역 안내,고객의 카드 결제 내역에 교통 지하철에서 사용한 횟수는 몇 번으로 되어 있습니까?,6번,AIHub(하나카드)/24078
이용내역 안내,고객의 카드 결제 내역이 아직 완전히 청구되지 않은 상태인가?,"예, 아직 매입 전표가 오지 않아 카드에 청구되지 않은 상태입니다.",AIHub(하나카드)/23826
이용내역 안내,고객의 카드 결제 시 실제 청구되는 금액은 어떻게 결정되나요?,포인트 사용 금액을 제외한 나머지 금액,AIHub(하나카드)/200033
이용내역 안내,고객의 카드 결제 일자는 매달 언제야?,10일,AIHub(하나카드)/24814
이용내역 안내,고객의 카드 결제가 실제로 완료되었나요?,"아니요, 결제가 차단되어 완료되지 않았습니다.",AIHub(하나카드)/22464
이용내역 안내,고객의 카드 결제가 정상적으로 이루어졌나요?,"아니요, 정상 결제되지 않았습니다.",AIHub(하나카드)/22964
이용내역 안내,고객의 카드 결제가 취소될 경우 카드사는 고객에게 문자로 취소 내역을 보내?,응.,AIHub(하나카드)/23621
이용내역 안내,고객의 카드 결제일은 매월 며칠인가?,말일,AIHub(하나카드)/24078
이용내역 안내,고객의 카드 결제일은 언제야?,13일,AIHub(하나카드)/26955
이용내역 안내,고객의 카드 결제일은 언제야?,5일,AIHub(하나카드)/25303
이용내역 안내,고객의 카드 대금 결제는 정상적으로 진행되었나?,"예, 체크카드로 즉시 결제가 완료되었습니다.",AIHub(하나카드)/23771
이용내역 안내,고객의 카드 대금 결제일은 언제인가요?,21일입니다.,AIHub(하나카드)/26691
이용내역 안내,고객의 카드 대금은 정원은행 계좌에서 언제 출금돼?,14일,AIHub(하나카드)/23731
이용내역 안내,고객의 카드 대금이 출금되는 은행은 어디인가요?,나라은행,AIHub(하나카드)/24843
이용내역 안내,고객의 카드 사용 내역이 청구되는 기간은 언제부터 언제까지인가?,전달 첫날부터 이번 달 마지막 날까지,AIHub(하나카드)/26848
이용내역 안내,고객의 카드 실적이 매달 충족되고 있나요?,"예, 대부분의 달에 카드 실적이 충족되고 있습니다.",AIHub(하나카드)/21217
이용내역 안내,고객의 카드 약정 기간은 24개월인가요?,네.,AIHub(하나카드)/24373
이용내역 안내,고객의 카드 옵션 서비스로 연회비에 포함되어 납부되는 금액은 매월 나가는 거야?,"아니, 매년 연회비에 포함되어 나가.",AIHub(하나카드)/27162
이용내역 안내,고객의 카드 이용 내역에 해당 보험 결제 내역이 현재 반영되어 있나요?,"아니요, 아직 전표가 들어오지 않아 이용 내역에 반영되지 않았습니다.",AIHub(하나카드)/23469
이용내역 안내,고객의 카드 할인 내역은 어디에서 찾아 볼 수 있죠?,고객의 명세서,AIHub(하나카드)/25508
이용내역 안내,고객의 카드가 4번이나 승인 거절이 된 이유가 뭐야?,한도 초과,AIHub(하나카드)/22213
이용내역 안내,고객의 카드가 해외 사이트에서 사용된 건 언제야?,5월 2일,AIHub(하나카드)/21294
이용내역 안내,고객의 카드는 국내 전용 카드가 존재하지?,"아니, 현재는 국내 전용이 없어.",AIHub(하나카드)/25159
이용내역 안내,고객의 카드는 무슨 상품에 대해 할인해 주는 거지?,케이티 유선 상품,AIHub(하나카드)/24189
이용내역 안내,고객의 카드는 상담원 확인 결과 정상 상태인가요?,"예, 카드는 정상 상태이며 전산상으로 0원으로 확인됩니다.",AIHub(하나카드)/24655
이용내역 안내,고객의 카드는 수령 전에 결제가 가능하였나요?,"네, 카드가 선등록되어 있어 수령 전에 페이 결제가 가능했어요.",AIHub(하나카드)/24321
이용내역 안내,고객의 카드는 실적을 충족해야 할인이 되는 거야?,응.,AIHub(하나카드)/24189
이용내역 안내,고객의 카드는 언제부터 해외 원화 결제 차단이 적용되나요?,차단 설정 이후의 새로운 결제부터 적용됩니다.,AIHub(하나카드)/23463
이용내역 안내,고객의 카드는 연회비가 얼마인가요?,고객의 카드는 연회비가 없습니다.,AIHub(하나카드)/24463
